player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Verdugo,5,0,0,0,0,0,0,.260,.316,.356
A. Riley,5,1,1,0,0,0,1,.286,.329,.487
M. Ozuna,4,0,2,0,0,0,2,.276,.430,.440
S. Fairchild,1,0,0,0,0,0,0,.048,.048,.143
M. Olson,3,0,1,1,0,1,2,.229,.366,.405
O. Albies,4,2,0,0,0,1,2,.233,.294,.363
S. Murphy,4,0,1,0,0,0,2,.225,.319,.513
E. Rosario,0,1,0,0,0,0,0,.000,.000,.000
O. Arcia,1,0,0,0,0,0,0,.194,.219,.226
E. White,3,1,1,1,0,1,1,.304,.351,.536
M. Harris,5,0,3,2,0,0,1,.229,.245,.354
N. Allen,3,0,0,0,0,0,0,.247,.300,.290
D. Baldwin,2,0,1,1,0,0,1,.279,.343,.459
