player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Lindor,4,1,2,0,0,1,0,.308,.372,.500
J. Soto,4,0,0,0,0,1,0,.241,.368,.384
P. Alonso,1,0,0,0,0,3,0,.343,.474,.657
J. Azocar,0,0,0,0,0,0,0,.385,.385,.385
M. Vientos,4,1,1,1,1,1,2,.212,.297,.394
S. Marte,3,0,0,0,0,0,1,.173,.290,.327
J. Winker,2,0,0,1,0,0,0,.213,.290,.393
J. McNeil,3,0,1,0,0,2,1,.333,.389,.667
F. Alvarez,4,0,0,0,0,1,1,.190,.261,.381
L. Acuna,3,0,0,0,0,0,1,.288,.342,.356
B. Nimmo,1,0,0,0,0,0,0,.216,.258,.414
T. Taylor,4,1,3,1,1,0,0,.222,.259,.333
