player,ip,h,r,er,bb,k,hr,pc_st,era
M. Kelly,5.1,3,1,1,4,1,0,85-51,1.69
R. Thompson,0.2,0,0,0,0,0,0,3-3,0.00
J. Mantiply,1.0,0,0,0,0,1,0,10-8,0.00
S. Miller,2.0,0,0,0,0,3,0,17-16,0.00
