player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
D. Moore,1,1,1,1,0,1,0,.288,.351,.530
M. Mastrobuoni,2,0,0,0,0,0,1,.258,.378,.258
J. Rodriguez,5,0,1,1,0,0,2,.202,.313,.364
C. Raleigh,5,0,0,0,0,0,3,.222,.325,.545
R. Arozarena,2,1,0,0,0,3,1,.200,.363,.400
M. Garver,4,0,1,2,0,1,1,.214,.353,.238
D. Solano,3,0,0,0,0,1,1,.079,.100,.079
J. Polanco,1,0,1,0,0,0,0,.351,.367,.596
R. Tellez,0,0,0,0,0,0,0,.163,.208,.429
B. Williamson,4,1,1,0,0,1,2,.303,.361,.424
L. Rivas,3,1,2,0,0,1,0,.333,.500,.333
J.P. Crawford,4,0,2,0,0,0,2,.260,.400,.329
