player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Semien,3,0,0,0,0,1,2,.105,.150,.105
C. Seager,2,0,0,0,0,1,1,.214,.267,.214
J. Ornelas,0,0,0,0,0,1,0,.000,.250,.000
W. Langford,4,0,0,0,0,0,1,.263,.300,.421
J. Pederson,3,0,0,0,0,0,1,.077,.143,.077
E. Duran,1,0,0,0,0,0,0,.000,.000,.000
A. García,2,0,1,0,0,0,0,.357,.471,1.000
K. Pillar,2,1,1,0,0,0,0,.500,.500,.667
J. Burger,4,1,1,2,1,0,1,.188,.278,.438
J. Smith,3,1,0,0,0,1,1,.000,.143,.000
J. Heim,4,0,2,0,0,0,0,.400,.400,1.000
L. Taveras,4,0,0,1,0,0,2,.250,.308,.250
