player,ip,h,r,er,bb,k,hr,pc_st,era
S. Alcantara,2.0,4,6,6,2,1,1,61-40,7.27
A. Veneziano,2.1,4,1,1,0,2,1,53-35,4.15
G. Soriano,1.2,0,0,0,0,2,0,19-11,6.94
T. Phillips,1.0,0,0,0,2,1,0,22-11,3.60
J. Tinoco,1.0,1,0,0,0,0,0,11-8,4.91
