player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Lindor,4,1,2,0,0,1,0,.309,.364,.505
J. Soto,4,0,1,0,0,1,1,.233,.364,.389
P. Alonso,5,1,1,1,0,0,0,.341,.440,.681
B. Nimmo,4,0,0,0,0,1,0,.196,.250,.359
M. Vientos,5,1,1,0,0,0,3,.175,.267,.313
J. Winker,3,0,1,0,0,0,2,.213,.283,.447
S. Marte,2,0,1,1,0,0,0,.186,.280,.302
T. Taylor,4,0,0,0,0,0,4,.188,.224,.266
B. Baty,2,1,1,2,1,0,1,.204,.246,.352
L. Acuna,2,0,1,0,0,0,1,.283,.356,.377
H. Senger,3,0,0,0,0,0,2,.179,.207,.214
L. Torrens,1,0,1,0,0,0,0,.241,.279,.397
