player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Meidroth,5,0,0,0,0,0,0,.245,.362,.265
M. Vargas,4,0,0,0,0,1,0,.216,.315,.312
M. Thaiss,3,2,2,0,0,0,0,.228,.392,.351
L. Sosa,2,0,0,0,0,0,0,.252,.276,.333
E. Quero,4,0,0,0,0,0,3,.291,.391,.345
A. Vaughn,4,0,2,0,0,0,0,.188,.227,.293
J. Amaya,0,1,0,0,0,0,0,.094,.121,.113
J. Palacios,4,0,1,0,0,0,1,.192,.323,.250
L. Robert Jr.,0,0,0,0,0,0,0,.188,.304,.342
B. Baldwin,4,0,2,1,0,0,0,.250,.283,.390
J. Rojas,3,0,2,1,0,1,0,.400,.571,.400
M. Taylor,3,0,1,0,0,1,1,.197,.250,.338
