player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Buxton,2,1,1,1,1,0,0,.261,.312,.522
T. France,2,0,0,0,0,0,1,.252,.316,.361
T. Larnach,4,0,0,0,0,0,0,.238,.313,.400
R. Jeffers,4,0,0,0,0,0,1,.248,.336,.372
B. Lee,4,0,0,0,0,0,0,.250,.299,.410
C. Correa,1,0,0,0,0,0,0,.236,.274,.331
J. Bride,2,0,1,0,0,1,0,.273,.324,.303
J. Duran,0,0,0,0,0,0,0,.000,.000,.000
W. Castro,4,1,2,0,0,0,1,.237,.308,.371
R. Lewis,4,1,2,1,0,0,1,.148,.207,.148
K. Clemens,2,0,0,0,0,2,2,.208,.345,.542
D. Keirsey Jr.,4,1,1,2,1,0,1,.103,.103,.179
