player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Rice,4,0,0,0,0,0,1,.254,.351,.553
A. Judge,4,0,0,0,0,0,3,.400,.491,.750
A. Wells,4,0,0,0,0,0,0,.212,.264,.469
P. Goldschmidt,4,0,0,0,0,0,1,.341,.391,.464
C. Bellinger,4,1,2,1,1,0,0,.215,.288,.388
A. Volpe,4,0,0,0,0,0,2,.229,.313,.420
J. Dominguez,3,1,0,0,0,1,2,.231,.328,.365
O. Cabrera,1,1,0,0,0,2,0,.247,.327,.301
J. Vivas,1,0,0,0,0,0,1,.100,.308,.100
T. Grisham,1,1,1,2,1,0,0,.292,.376,.640
O. Peraza,0,0,0,0,0,0,0,.200,.273,.325
J.C. Escarra,0,0,0,1,0,0,0,.172,.286,.345
