player,ip,h,r,er,bb,k,hr,pc_st,era
L. Evans,5.0,5,3,3,2,3,1,86-49,3.60
G. Speier,1.0,1,0,0,0,2,0,16-13,2.40
M. Brash,1.0,0,0,0,1,2,0,18-12,0.00
C. Vargas,0.2,3,3,3,2,1,0,29-16,4.00
E. Bazardo,1.1,1,0,0,0,2,0,14-12,4.43
