player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,4,0,1,0,0,0,1,.253,.331,.286
J. Sánchez,3,0,0,0,0,0,1,.225,.309,.296
N. Fortes,0,1,0,0,0,1,0,.296,.345,.444
G. Pauley,0,0,0,0,0,0,0,.219,.271,.297
E. Wagaman,4,0,1,2,0,0,2,.236,.281,.378
A. Ramirez,4,0,0,0,0,0,2,.258,.292,.581
K. Stowers,4,1,1,1,1,0,0,.294,.368,.508
C. Norby,3,0,1,0,0,1,1,.232,.284,.348
R. Simon,4,0,0,0,0,0,1,.222,.300,.296
D. Myers,3,1,1,0,0,0,1,.337,.375,.482
M. Mervis,0,0,0,0,0,1,0,.191,.277,.449
J. Sanoja,4,0,2,0,0,0,1,.273,.305,.364
