player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
O. Albies,5,0,0,0,0,0,1,.225,.285,.351
A. Riley,4,0,2,0,0,0,0,.291,.333,.487
M. Ozuna,3,0,0,0,0,1,1,.269,.425,.429
M. Olson,4,0,0,0,0,0,2,.222,.358,.393
E. White,4,1,1,0,0,0,1,.301,.346,.548
S. Murphy,3,0,0,0,0,1,2,.217,.316,.494
M. Harris,2,0,0,1,0,1,0,.226,.245,.349
S. Fairchild,2,0,0,0,0,0,0,.043,.043,.130
A. Verdugo,2,1,1,0,0,0,1,.267,.321,.360
N. Allen,3,0,2,0,0,0,0,.260,.311,.302
D. Baldwin,1,0,1,1,0,0,0,.290,.353,.468
L. Williams,0,0,0,0,0,0,0,.000,.000,.000
