player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Palacios,3,1,1,0,0,1,1,.200,.310,.200
M. Taylor,1,0,0,0,0,0,0,.146,.196,.271
A. Benintendi,4,0,1,1,0,0,2,.241,.290,.448
L. Robert Jr.,3,0,0,0,0,1,2,.145,.267,.250
E. Quero,2,0,0,1,0,2,0,.333,.417,.429
A. Vaughn,4,0,1,0,0,0,2,.149,.187,.287
M. Thaiss,4,0,0,0,0,0,3,.200,.365,.325
M. Vargas,4,0,2,0,0,0,0,.157,.247,.217
B. Baldwin,2,1,0,0,0,1,0,.250,.279,.375
L. Sosa,1,0,0,0,0,0,0,.266,.293,.342
J. Amaya,1,0,0,0,0,0,0,.087,.120,.109
B. Dalbec,3,1,1,0,0,0,1,.333,.429,.500
