player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Palacios,1,0,0,1,0,1,0,.195,.313,.268
M. Taylor,2,0,1,0,0,0,0,.207,.246,.362
L. Robert Jr.,5,1,2,0,0,0,2,.170,.288,.310
A. Benintendi,3,1,1,0,0,1,0,.227,.301,.427
A. Vaughn,5,0,1,1,0,0,3,.162,.203,.270
M. Vargas,4,1,3,1,0,0,0,.219,.305,.305
M. Thaiss,2,1,0,0,0,2,1,.208,.391,.354
L. Sosa,4,0,2,1,0,0,0,.269,.290,.365
B. Baldwin,2,0,0,0,0,1,0,.241,.273,.398
J. Amaya,0,0,0,0,0,0,0,.078,.107,.098
E. Quero,1,0,0,0,0,0,0,.306,.432,.361
G. Workman,1,0,0,0,0,0,1,.000,.000,.000
B. Dalbec,3,0,0,0,0,0,1,.200,.333,.267
