player,ip,h,r,er,bb,k,hr,pc_st,era
M. Keller,5.0,8,5,4,1,3,1,88-64,4.38
R. Borucki,1.1,1,0,0,0,2,0,28-18,3.46
C. Shugart,1.0,1,0,0,0,1,0,14-10,1.32
C. Ferguson,0.1,4,3,3,0,1,0,19-15,3.68
C. Holderman,1.1,0,1,1,2,1,0,24-13,10.80
