player,ip,h,r,er,bb,k,hr,pc_st,era
D. Kremer,5.1,11,6,5,0,4,2,101-67,6.84
M. Bowman,1.2,2,1,1,0,2,0,30-19,2.45
K. Akin,1.0,1,0,0,0,1,0,10-9,3.27
