player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Y. Diaz,5,1,1,0,0,0,1,.248,.281,.389
B. Lowe,4,2,1,1,1,1,2,.211,.248,.337
J. Caminero,5,1,1,0,0,0,1,.248,.287,.446
T. Jankowski,0,0,0,0,0,0,0,.000,.000,.000
J. Aranda,4,0,2,0,0,1,1,.321,.419,.577
C. Morel,4,0,1,1,0,1,1,.256,.333,.449
K. Misner,2,0,1,0,0,0,1,.333,.377,.594
C. Mead,0,0,0,1,0,0,0,.125,.237,.156
T. Walls,1,0,0,1,0,1,0,.159,.260,.159
J. Caballero,5,0,0,0,0,0,1,.241,.328,.407
C. Simpson,3,0,2,0,0,1,0,.346,.393,.385
D. Jansen,3,0,0,0,0,1,2,.140,.279,.228
