player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,4,0,2,1,0,0,0,.268,.321,.338
S. Espinal,3,0,0,0,0,1,0,.250,.298,.295
J. Trevino,1,0,0,0,0,0,0,.286,.342,.457
E. De La Cruz,4,1,2,0,0,1,2,.243,.309,.405
A. Hays,5,1,1,2,1,0,0,.308,.308,.769
G. Lux,4,1,2,0,0,0,0,.290,.371,.355
N. Marte,1,0,0,0,0,0,0,.143,.250,.143
J. Candelario,4,1,0,0,0,1,3,.117,.217,.183
B. Dunn,3,2,0,0,0,2,0,.143,.351,.286
J. Fraley,5,1,3,4,1,0,1,.234,.280,.362
A. Wynns,2,0,0,0,0,0,1,.267,.353,.467
M. McLain,1,0,0,0,0,1,0,.200,.333,.486
