player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,3,0,1,0,0,0,0,.345,.395,.500
D. Schneemann,1,0,1,0,0,0,0,.244,.320,.422
N. Jones,4,0,0,0,0,0,0,.179,.295,.299
J. Ramirez,3,0,1,0,0,0,0,.265,.321,.459
A. Martinez,1,0,0,0,0,0,0,.353,.358,.451
K. Manzardo,4,0,1,0,0,0,1,.212,.307,.518
C. Santana,3,0,2,0,0,0,0,.220,.298,.300
W. Wilson,0,0,0,0,0,1,0,.222,.417,.222
G. Arias,4,1,1,0,0,0,1,.271,.315,.482
B. Naylor,3,0,0,0,0,0,0,.177,.278,.306
A. Hedges,1,0,0,0,0,0,0,.160,.323,.400
J. Noel,4,0,1,1,0,0,1,.176,.204,.255
B. Rocchio,4,0,0,0,0,0,0,.205,.277,.247
