player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,5,1,2,1,0,1,2,.333,.424,.375
C. Norby,5,0,1,0,0,0,2,.200,.200,.200
O. Lopez,4,0,1,0,0,1,2,.239,.329,.403
E. Wagaman,3,1,1,1,0,0,1,.255,.327,.383
J. Sánchez,2,0,0,0,0,0,1,.300,.364,.300
K. Stowers,5,0,2,0,0,0,3,.290,.384,.419
D. Myers,3,0,0,0,0,0,1,.294,.314,.353
M. Mervis,2,0,0,0,0,0,1,.262,.319,.690
G. Conine,4,1,1,0,0,1,1,.298,.375,.456
J. Sanoja,5,1,2,0,0,0,1,.303,.343,.333
R. Brantly,3,0,3,1,0,0,0,.600,.600,.600
L. Hicks,1,0,0,0,0,1,1,.189,.279,.243
