player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Turang,5,0,0,1,0,0,1,.288,.363,.379
J. Chourio,5,0,2,1,0,0,0,.241,.260,.415
C. Yelich,5,0,0,0,0,0,1,.184,.276,.324
R. Hoskins,5,1,2,1,1,0,2,.300,.402,.500
S. Frelick,4,1,0,0,0,1,2,.275,.356,.400
E. Haase,4,0,0,0,0,1,1,.219,.286,.438
J. Bauers,3,0,1,0,0,1,0,.275,.367,.464
D. Cameron,0,0,0,0,0,0,0,.111,.158,.111
A. Monasterio,0,0,0,0,0,0,0,.000,.250,.000
C. Durbin,4,1,2,1,0,0,1,.183,.274,.258
J. Ortiz,3,0,0,0,0,0,0,.170,.226,.216
I. Collins,1,1,0,0,0,0,0,.224,.314,.316
