player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Ohtani,5,2,2,6,2,0,2,.310,.409,.673
M. Betts,1,3,1,1,0,2,0,.269,.352,.429
M. Rojas,3,0,1,1,0,0,0,.266,.288,.359
F. Freeman,3,1,2,1,0,0,0,.370,.435,.697
E. Hernández,2,0,0,0,0,1,1,.217,.270,.435
M. Muncy,4,2,3,4,1,1,0,.207,.323,.341
A. Pages,3,1,1,3,1,0,0,.291,.348,.503
C. Taylor,3,0,0,0,0,0,0,.200,.200,.257
M. Conforto,5,0,1,0,0,0,1,.176,.299,.290
D. Rushing,4,3,2,0,0,1,1,.500,.600,.500
J. Outman,4,3,2,1,1,1,1,.143,.250,.429
H. Kim,3,4,3,2,0,2,0,.429,.467,.571
