player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,4,0,1,1,0,1,1,.272,.339,.388
M. McLain,5,0,1,0,0,0,1,.170,.290,.286
E. De La Cruz,4,0,0,0,0,1,3,.258,.339,.391
G. Lux,5,0,1,0,0,0,0,.298,.388,.413
S. Steer,5,1,1,0,0,0,3,.187,.259,.293
S. Espinal,5,0,0,0,0,0,0,.305,.359,.358
T. Stephenson,2,0,0,0,0,1,2,.182,.333,.409
B. Dunn,2,1,0,0,0,0,0,.150,.320,.233
J. Trevino,4,0,3,1,0,0,0,.310,.344,.524
J. Hurtubise,0,1,0,0,0,0,0,.083,.267,.083
A. Wynns,1,0,0,0,0,0,0,.405,.450,.703
R. Hinds,3,1,2,2,1,1,1,.333,.429,1.000
