player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,6,1,4,1,0,0,0,.286,.344,.357
K. Stowers,3,1,0,0,0,3,1,.263,.462,.421
G. Conine,6,1,3,0,0,0,2,.286,.286,.476
M. Mervis,2,0,1,1,0,0,1,.167,.214,.167
J. Bride,3,0,0,0,0,0,1,.087,.250,.087
O. Lopez,6,1,2,1,0,0,1,.345,.406,.552
G. Pauley,5,0,0,0,0,0,1,.235,.278,.412
D. Myers,0,0,0,0,0,0,0,.333,.368,.444
L. Hicks,3,0,1,0,0,0,1,.091,.167,.091
N. Fortes,1,0,1,1,0,0,0,.308,.357,.615
E. Wagaman,4,0,0,0,0,1,0,.200,.238,.350
J. Sanoja,5,1,1,0,0,0,3,.154,.154,.154
