player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Vargas,2,2,1,0,0,2,1,.231,.375,.308
B. Baldwin,1,0,1,0,0,0,0,.375,.375,.375
L. Robert Jr.,1,1,0,1,0,1,0,.231,.267,.308
A. Slater,2,0,1,0,0,0,0,.333,.333,.833
A. Benintendi,3,1,1,3,1,0,0,.231,.333,.692
K. Lee,1,0,0,0,0,0,0,.250,.400,.250
A. Vaughn,3,1,1,3,1,0,1,.133,.133,.400
N. Maton,0,0,0,0,0,1,0,.167,.375,.667
M. Thaiss,3,1,0,0,0,1,2,.286,.545,.429
L. Sosa,4,0,0,0,0,0,1,.083,.083,.333
T. Jankowski,4,0,1,0,0,0,0,.143,.143,.143
M. Taylor,4,2,2,2,1,0,0,.375,.375,.750
J. Amaya,4,1,0,0,0,0,0,.083,.083,.083
