player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,5,0,3,0,0,0,0,.323,.372,.465
G. Arias,5,0,0,0,0,0,2,.242,.303,.424
J. Ramirez,2,0,2,0,0,0,0,.274,.323,.451
D. Schneemann,1,1,1,0,0,0,0,.259,.333,.444
W. Wilson,1,0,0,0,0,0,0,.214,.353,.214
K. Manzardo,4,0,0,0,0,0,0,.214,.316,.510
C. Santana,4,1,2,2,1,0,0,.229,.306,.330
B. Naylor,4,1,1,1,1,0,1,.192,.277,.425
A. Martinez,4,0,0,0,0,0,1,.323,.328,.419
J. Noel,3,0,0,0,0,0,1,.177,.200,.290
N. Jones,0,0,0,0,0,1,0,.169,.298,.282
B. Rocchio,3,0,0,0,0,0,1,.192,.270,.231
