player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Ohtani,6,2,3,4,1,0,2,.304,.408,.655
M. Betts,5,0,2,1,0,0,0,.268,.352,.420
W. Smith,3,1,0,0,0,3,2,.310,.415,.470
F. Freeman,4,2,2,1,0,0,2,.366,.436,.703
A. Pages,5,2,2,3,0,0,1,.282,.343,.481
E. Hernández,5,3,3,2,1,0,0,.215,.267,.468
M. Rojas,2,2,1,0,0,1,0,.259,.286,.352
M. Muncy,2,0,1,1,0,0,0,.193,.312,.294
H. Kim,0,1,0,0,0,0,0,.313,.313,.313
J. Outman,5,0,0,0,0,0,3,.083,.214,.333
C. Taylor,3,0,1,0,0,0,1,.222,.222,.259
M. Conforto,1,1,0,0,0,0,0,.134,.281,.223
