player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
V. Robles,7,1,2,0,0,0,1,.229,.243,.314
J. Rodriguez,6,3,3,1,1,1,0,.250,.417,.536
C. Raleigh,4,2,1,0,0,2,0,.143,.294,.250
R. Arozarena,5,0,0,1,0,1,3,.143,.294,.429
J. Polanco,5,1,3,4,1,1,0,.450,.476,.750
D. Solano,0,0,0,0,0,0,0,.000,.000,.000
L. Raley,6,1,2,0,0,0,1,.222,.333,.389
R. Tellez,2,0,0,0,0,1,0,.083,.200,.083
D. Moore,3,0,1,0,0,0,0,.364,.500,.636
R. Bliss,4,0,1,0,0,0,0,.136,.240,.136
M. Mastrobuoni,2,0,1,0,0,0,0,.333,.333,.333
J.P. Crawford,4,1,1,0,0,1,3,.136,.321,.136
