player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Maton,1,1,1,0,0,2,0,.163,.308,.326
B. Dalbec,1,0,0,0,0,0,1,.000,.000,.000
A. Benintendi,3,1,2,1,1,1,0,.245,.302,.490
L. Robert Jr.,4,0,0,0,0,0,2,.145,.268,.246
E. Quero,4,0,0,1,0,0,1,.267,.313,.400
L. Sosa,4,0,1,0,0,0,0,.270,.299,.351
M. Vargas,4,0,0,0,0,0,2,.139,.236,.203
B. Baldwin,4,0,1,0,0,0,2,.254,.262,.390
M. Taylor,3,0,0,0,0,0,2,.149,.200,.277
M. Thaiss,1,0,0,0,0,0,0,.222,.383,.361
J. Amaya,2,0,0,0,0,0,1,.091,.128,.114
J. Palacios,1,0,0,0,0,0,0,.150,.261,.150
