player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Semien,3,0,0,0,0,0,1,.125,.186,.200
E. Duran,1,0,0,0,0,0,0,.000,.000,.000
C. Seager,3,0,0,0,0,0,3,.161,.235,.258
J. Ornelas,1,0,0,0,0,0,1,.000,.200,.000
W. Langford,3,0,0,0,0,1,0,.216,.318,.459
A. García,3,0,1,0,0,0,0,.176,.282,.441
L. Taveras,1,0,0,0,0,0,0,.179,.207,.179
K. Pillar,3,0,0,0,0,0,1,.400,.400,.500
J. Burger,3,0,0,0,0,0,1,.105,.150,.289
J. Smith,2,0,0,0,0,1,1,.304,.429,.522
J. Heim,3,0,0,0,0,0,1,.286,.286,.571
K. Higashioka,3,0,2,0,0,0,0,.263,.333,.368
