player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Frazier,2,0,0,0,0,1,0,.227,.308,.227
J. Triolo,1,0,0,0,0,0,1,.059,.111,.059
B. Reynolds,3,1,0,0,0,1,1,.179,.238,.282
O. Cruz,3,1,1,0,0,1,1,.241,.395,.483
K. Hayes,3,1,2,1,0,1,0,.258,.303,.452
J. Suwinski,1,1,0,0,0,1,1,.150,.261,.200
T. Pham,2,0,0,0,0,0,0,.077,.200,.115
A. Canario,4,0,0,0,0,0,2,.000,.000,.000
E. Valdez,3,0,1,2,0,0,1,.111,.200,.222
J. Bart,1,0,0,0,0,0,1,.250,.357,.250
E. Rodriguez,3,0,0,1,0,0,1,.130,.259,.217
I. Kiner-Falefa,3,0,0,0,0,0,1,.321,.424,.321
