player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
V. Robles,5,1,2,0,0,0,1,.273,.283,.341
J. Polanco,0,0,0,0,0,0,0,.450,.476,.750
J. Rodriguez,5,1,1,1,1,0,0,.216,.356,.514
C. Raleigh,4,1,3,1,1,1,0,.222,.349,.417
R. Arozarena,5,0,1,1,0,0,3,.139,.279,.389
L. Raley,1,1,0,0,0,0,0,.200,.360,.350
D. Solano,1,0,1,0,0,0,0,.071,.071,.071
M. Mastrobuoni,0,0,0,0,0,1,0,.286,.375,.286
R. Tellez,3,0,0,0,0,0,0,.067,.167,.067
M. Garver,2,0,1,0,0,0,0,.125,.263,.125
D. Moore,4,0,1,0,0,0,0,.368,.455,.684
R. Bliss,4,0,1,1,0,0,1,.179,.281,.179
J.P. Crawford,3,0,0,0,0,1,1,.148,.361,.148
