player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Moniak,5,0,1,2,0,0,0,.231,.310,.558
S. Bouchard,3,0,0,0,0,0,2,.267,.371,.433
M. Toglia,1,0,1,0,0,0,0,.181,.211,.264
R. McMahon,2,0,0,0,0,2,1,.203,.310,.324
H. Goodman,3,0,1,0,0,1,2,.234,.329,.422
Z. Veen,4,0,0,0,0,0,3,.118,.189,.235
J. Beck,4,1,1,0,0,0,2,.179,.281,.250
J. Stallings,1,1,1,0,0,1,0,.143,.294,.179
B. Fulford,0,0,0,0,0,0,0,.143,.143,.571
A. Amador,3,0,0,0,0,0,0,.100,.143,.150
A. Schunk,3,1,2,0,0,0,0,.286,.286,.429
N. Martini,1,0,0,1,0,0,0,.283,.353,.326
K. Farmer,0,0,0,0,0,0,0,.306,.343,.452
