player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Altuve,3,0,0,0,0,0,0,.303,.338,.439
B. Rodgers,1,0,0,0,0,0,0,.242,.342,.303
I. Paredes,3,0,0,0,0,1,2,.262,.375,.426
Y. Alvarez,3,0,0,0,0,0,1,.222,.338,.315
J. Meyers,1,1,0,0,0,0,0,.244,.319,.293
C. Walker,3,0,1,0,0,0,0,.172,.284,.241
Z. Dezenzo,1,1,1,0,0,0,0,.133,.188,.133
Y. Diaz,4,0,1,0,0,0,1,.130,.184,.217
J. Pena,4,1,1,3,1,0,0,.207,.288,.379
C. Smith,4,0,0,0,0,0,0,.205,.279,.333
M. Dubon,3,0,2,0,0,0,0,.182,.250,.273
C. McCormick,2,0,1,0,0,1,1,.250,.438,.250
