player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
N. Maton,5,0,1,1,0,0,2,.167,.298,.313
A. Benintendi,5,0,1,0,0,0,0,.241,.293,.463
L. Robert Jr.,4,0,1,0,0,0,2,.151,.267,.260
A. Vaughn,4,0,0,0,0,0,0,.145,.184,.277
E. Quero,4,1,3,0,0,0,0,.368,.400,.474
L. Sosa,4,1,1,0,0,0,1,.269,.296,.346
B. Baldwin,3,0,1,0,0,1,2,.258,.277,.387
B. Dalbec,2,0,1,0,0,1,1,.333,.500,.667
M. Thaiss,0,0,0,0,0,1,0,.222,.396,.361
M. Taylor,0,0,0,0,0,0,0,.149,.200,.277
J. Amaya,1,0,0,1,0,0,0,.089,.122,.111
J. Palacios,2,0,1,0,0,0,1,.182,.280,.182
