player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Bichette,3,1,1,0,0,0,0,.293,.331,.362
A. Barger,2,0,2,1,0,0,0,.217,.250,.348
V. Guerrero Jr.,3,0,0,1,0,0,1,.270,.368,.390
W. Wagner,1,0,0,0,0,1,0,.196,.286,.232
A. Santander,4,0,0,0,0,1,3,.175,.252,.272
G. Springer,3,0,1,0,0,0,0,.329,.409,.526
A. Roden,2,0,0,0,0,0,0,.197,.276,.288
A. Kirk,4,0,2,0,0,0,0,.241,.274,.316
A. Gimenez,3,0,0,0,0,1,0,.184,.283,.316
E. Clement,4,0,1,0,0,0,0,.219,.261,.266
J. Clase,4,0,0,0,0,0,1,.000,.000,.000
M. Straw,4,1,3,0,0,0,0,.326,.370,.465
