player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
P. Goldschmidt,5,2,3,1,0,0,1,.417,.500,.750
C. Bellinger,3,0,0,1,0,0,0,.400,.357,.700
P. Reyes,1,0,0,0,0,0,0,.000,.200,.000
A. Judge,1,4,1,2,1,3,0,.545,.643,1.818
O. Peraza,1,0,0,0,0,0,0,.500,.500,2.000
J. Chisholm Jr.,4,3,3,5,2,0,1,.417,.500,1.167
A. Volpe,4,0,0,0,0,0,1,.167,.286,.667
A. Wells,4,0,0,1,0,0,1,.200,.333,.800
J. Dominguez,2,0,0,0,0,1,1,.125,.364,.125
T. Grisham,0,0,0,0,0,0,0,.400,.571,.400
B. Rice,4,2,2,1,1,0,0,.500,.571,1.000
O. Cabrera,4,1,2,0,0,0,1,.375,.375,.375
