player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Verdugo,4,0,0,0,0,0,0,.253,.314,.342
A. Riley,4,0,0,0,0,1,1,.284,.329,.475
M. Ozuna,4,0,1,0,0,1,0,.268,.424,.431
S. Fairchild,0,0,0,0,0,0,0,.043,.043,.130
M. Olson,5,2,1,1,1,0,2,.221,.353,.407
O. Albies,5,0,0,0,0,0,1,.218,.276,.340
S. Murphy,3,1,1,0,0,1,1,.221,.330,.500
M. Harris,4,0,1,1,0,1,1,.227,.250,.353
E. White,4,0,1,0,0,1,0,.299,.349,.532
N. Allen,1,0,0,0,0,1,0,.258,.314,.299
D. Baldwin,1,0,0,0,0,0,0,.286,.348,.460
O. Arcia,0,0,0,0,0,0,0,.194,.219,.226
L. Williams,1,0,0,0,0,0,0,.000,.000,.000
