player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Verdugo,5,1,1,1,0,0,1,.273,.304,.409
A. Riley,4,0,3,1,0,1,0,.298,.340,.532
M. Ozuna,1,0,0,0,0,4,0,.317,.500,.540
E. White,0,0,0,0,0,0,0,.235,.350,.294
M. Olson,4,1,1,1,1,1,1,.238,.378,.438
O. Albies,5,0,1,0,0,0,1,.233,.303,.400
M. Harris,4,0,0,0,0,0,0,.209,.228,.349
S. Murphy,4,1,1,1,1,0,1,.209,.320,.628
J. Kelenic,4,1,1,0,0,0,1,.172,.238,.310
O. Arcia,3,0,0,0,0,0,0,.200,.226,.233
D. Baldwin,1,0,0,0,0,0,0,.233,.298,.419
N. Allen,0,0,0,0,0,0,0,.250,.294,.292
