player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Wallner,2,0,1,0,0,3,0,.154,.389,.308
D. Keirsey Jr.,0,1,0,0,0,0,0,.000,.000,.000
C. Correa,5,0,0,0,0,0,2,.000,.056,.000
B. Buxton,4,2,1,0,0,1,0,.118,.167,.118
T. Larnach,3,1,1,0,0,1,1,.308,.400,.308
H. Bader,1,1,1,3,1,0,0,.250,.250,.833
R. Jeffers,5,1,2,1,0,0,1,.267,.353,.267
T. France,4,1,2,1,0,1,1,.167,.250,.167
W. Castro,3,1,0,0,0,0,0,.294,.368,.647
E. Julien,3,0,1,1,0,0,0,.167,.167,.167
M. Gasper,1,0,0,0,0,0,1,.167,.375,.167
J. Miranda,4,0,1,2,0,0,1,.167,.167,.167
