player,ip,h,r,er,bb,k,hr,pc_st,era
C. Bassitt,6.0,8,5,4,1,6,2,101-69,3.35
Y. Rodriguez,2.0,1,0,0,0,5,0,29-20,4.58
C. Green,1.0,0,0,0,0,2,0,9-7,3.63
