player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Wallner,4,1,0,0,0,0,1,.244,.370,.444
W. Castro,5,1,1,0,0,0,1,.213,.302,.383
C. Correa,4,0,1,1,0,1,1,.157,.232,.235
T. Larnach,5,1,2,0,0,0,1,.222,.321,.244
B. Buxton,4,3,1,2,1,1,1,.178,.229,.356
E. Julien,5,0,3,1,0,0,1,.273,.333,.364
H. Bader,0,0,0,0,0,0,0,.243,.282,.514
T. France,4,0,3,2,0,1,0,.300,.364,.480
M. Gasper,4,0,0,0,0,1,0,.118,.286,.118
C. Vazquez,2,0,1,0,0,1,0,.143,.217,.238
D. Keirsey Jr.,0,0,0,0,0,0,0,.000,.000,.000
R. Jeffers,1,0,0,0,0,0,1,.219,.265,.250
