player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Nootbaar,5,1,1,0,0,0,0,.333,.435,.513
W. Contreras,3,1,2,0,0,0,0,.114,.184,.171
L. Baker,1,1,0,0,0,0,0,.364,.500,.455
B. Donovan,4,1,3,2,0,1,0,.333,.375,.556
N. Arenado,2,0,1,0,0,1,0,.371,.463,.543
T. Saggese,1,1,1,4,1,0,0,.500,.400,1.250
A. Burleson,5,1,1,0,0,0,2,.286,.333,.357
J. Walker,4,0,1,0,0,1,0,.333,.444,.433
P. Pages,5,0,0,0,0,0,2,.316,.316,.632
V. Scott,3,0,0,0,0,0,1,.281,.368,.406
M. Siani,1,0,0,0,0,0,0,.000,.000,.000
M. Winn,4,1,2,1,0,0,1,.242,.342,.242
