player,ip,h,r,er,bb,k,hr,pc_st,era
B. Singer,7.0,1,0,0,2,8,0,92-57,0.00
S. Moll,1.0,1,1,1,2,0,0,26-12,6.75
B. Suter,1.0,3,2,2,0,1,1,16-11,9.00
