player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Turner,5,0,1,1,0,0,1,.247,.343,.326
B. Harper,5,1,1,0,0,0,1,.250,.389,.457
K. Schwarber,4,0,0,0,0,1,3,.258,.411,.528
N. Castellanos,4,0,1,1,0,1,1,.275,.337,.440
J.T. Realmuto,4,0,0,0,0,1,1,.221,.302,.325
A. Bohm,5,0,3,0,0,0,0,.230,.252,.290
E. Sosa,3,1,2,0,0,0,0,.438,.457,.563
B. Stott,1,0,0,0,0,1,0,.298,.362,.440
W. Wilson,2,1,1,0,0,0,0,.500,.500,.500
M. Kepler,3,0,1,0,0,0,0,.244,.337,.359
J. Rojas,3,0,1,1,0,0,0,.317,.364,.366
C. Stevenson,1,0,0,0,0,0,0,.250,.250,.250
