player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Chourio,5,1,3,0,0,0,1,.267,.282,.467
B. Turang,4,1,0,0,0,1,1,.309,.377,.397
W. Contreras,3,1,1,1,0,1,1,.244,.362,.331
C. Yelich,4,0,1,0,0,0,1,.199,.299,.353
R. Hoskins,4,0,2,1,0,0,1,.274,.381,.425
A. Monasterio,0,0,0,0,0,0,0,.000,.000,.000
S. Frelick,2,0,0,0,0,1,0,.292,.380,.392
C. Durbin,4,0,1,1,0,0,0,.226,.310,.323
J. Bauers,2,0,0,0,0,0,2,.250,.345,.479
D. Cameron,2,0,0,0,0,0,1,.143,.200,.143
J. Ortiz,3,0,0,0,0,0,0,.171,.230,.202
I. Collins,1,0,0,0,0,0,1,.250,.354,.375
