player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Profar,5,1,1,0,0,0,3,.200,.200,.200
A. Riley,5,1,1,1,1,0,1,.200,.200,.800
M. Olson,2,0,1,0,0,3,0,.500,.800,.500
M. Ozuna,3,1,1,0,0,2,1,.333,.600,.333
O. Albies,5,1,1,3,1,0,0,.200,.200,.800
M. Harris,4,0,1,0,0,0,1,.250,.250,.250
D. Baldwin,3,0,0,0,0,1,1,.000,.250,.000
O. Arcia,4,0,1,0,0,0,2,.250,.250,.250
J. Kelenic,4,0,0,0,0,0,1,.000,.000,.000
