player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Tawa,5,0,0,0,0,0,2,.182,.292,.436
C. Carroll,4,0,0,0,0,0,1,.289,.355,.625
R. Grichuk,3,0,0,0,0,0,1,.220,.289,.390
P. Smith,1,0,0,0,0,0,1,.342,.473,.630
E. Suarez,4,0,1,0,0,0,1,.200,.300,.533
J. Naylor,3,0,1,0,0,1,1,.318,.392,.500
G. Moreno,3,1,1,0,0,1,1,.230,.321,.257
L. Gurriel Jr.,4,1,2,0,0,0,0,.181,.204,.343
A. Thomas,0,1,0,0,0,0,0,.288,.338,.411
J. Barrosa,3,1,1,1,0,0,1,.200,.188,.333
G. Hampson,2,0,1,0,0,0,0,.185,.353,.185
G. Perdomo,1,0,1,3,0,0,0,.267,.379,.429
