player,ip,h,r,er,bb,k,hr,pc_st,era
K. Gibson,4.0,7,5,5,3,4,1,79-46,13.11
C. Selby,1.2,0,0,0,1,1,0,23-13,4.91
C. Perez,0.1,0,0,0,2,1,0,16-5,9.00
C. Morton,2.0,0,0,0,0,2,0,30-20,8.82
