player,ip,h,r,er,bb,k,hr,pc_st,era
J. Leiter,5.0,1,0,0,0,6,0,70-46,0.90
J. Webb,1.0,0,0,0,0,0,0,13-8,2.25
R. Garcia,1.0,0,0,0,0,2,0,16-11,2.45
C. Martin,1.0,1,0,0,0,1,0,10-7,0.00
L. Jackson,1.0,1,0,0,0,1,0,11-8,8.10
