player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Turang,3,1,1,0,0,1,0,.273,.308,.545
J. Chourio,4,0,1,0,0,0,2,.200,.200,.267
I. Collins,0,0,0,0,0,0,0,.500,.500,.750
C. Yelich,3,0,0,0,0,0,1,.100,.250,.100
V. Capra,1,0,0,0,0,0,0,.286,.286,.714
W. Contreras,3,1,1,0,0,1,0,.182,.250,.182
E. Haase,0,0,0,0,0,0,0,.500,.500,.500
S. Frelick,4,0,2,1,0,0,1,.455,.538,.455
J. Bauers,4,1,1,2,1,0,3,.400,.500,1.200
G. Mitchell,4,0,0,0,0,0,2,.200,.273,.200
J. Ortiz,4,0,0,0,0,0,0,.154,.154,.154
O. Dunn,3,0,0,0,0,0,1,.000,.000,.000
