player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,5,1,1,1,0,0,1,.245,.288,.327
S. Espinal,5,1,1,0,0,0,1,.233,.281,.267
N. Marte,0,0,0,0,0,0,0,.000,.000,.000
E. De La Cruz,5,1,2,2,0,0,2,.250,.291,.423
G. Lux,4,1,1,2,0,1,2,.227,.306,.295
C. Encarnacion-Strand,5,0,0,0,0,0,2,.174,.204,.326
W. Benson,4,0,0,0,0,0,4,.000,.000,.000
S. Steer,4,0,0,0,0,0,1,.143,.211,.286
J. Fraley,2,1,0,0,0,2,1,.188,.235,.219
A. Wynns,2,1,1,1,0,1,1,.273,.333,.545
J. Hurtubise,1,0,0,0,0,0,1,.143,.400,.143
J. Trevino,0,0,0,0,0,0,0,.273,.333,.455
