player,ip,h,r,er,bb,k,hr,pc_st,era
H. Brown,5.2,2,0,0,4,9,0,101-59,1.48
K. Ort,0.1,0,0,0,0,0,0,3-2,3.86
B. King,1.0,0,0,0,0,1,0,10-7,1.56
B. Abreu,1.0,1,0,0,1,2,0,14-9,1.59
J. Hader,1.0,1,0,0,0,3,0,20-13,1.59
