player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Simpson,4,1,2,0,0,0,0,.260,.295,.301
B. Lowe,3,0,0,0,0,1,1,.190,.243,.307
Y. Diaz,4,0,0,0,0,0,0,.238,.291,.400
J. Aranda,4,1,3,1,0,0,0,.342,.429,.553
K. Misner,2,0,1,0,0,0,1,.260,.313,.433
J. Caminero,2,0,0,0,0,0,0,.248,.277,.434
J. Caballero,3,0,0,1,0,0,1,.235,.323,.346
T. Jankowski,4,0,1,0,0,0,0,.320,.333,.400
T. Walls,4,0,0,0,0,0,2,.206,.295,.258
D. Jansen,2,0,1,0,0,1,0,.160,.313,.222
C. Morel,0,0,0,0,0,0,0,.223,.310,.369
B. Rortvedt,0,0,0,0,0,0,0,.089,.196,.111
