player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
G. Torres,4,2,1,0,0,1,0,.262,.313,.377
R. Greene,3,1,1,3,1,1,0,.233,.282,.398
J. Malloy,1,0,0,0,0,2,0,.204,.379,.327
K. Carpenter,1,0,0,0,0,0,0,.280,.310,.500
J. Baez,0,0,0,0,0,0,0,.286,.324,.343
S. Torkelson,4,1,1,2,0,0,0,.263,.364,.586
C. Keith,2,0,0,0,0,1,0,.182,.333,.212
A. Ibanez,0,0,0,0,0,1,0,.205,.311,.385
Z. McKinstry,4,0,2,1,0,0,2,.325,.433,.475
T. Nido,4,0,0,0,0,0,2,.313,.353,.313
J. Jung,3,1,0,0,0,1,2,.100,.357,.100
T. Sweeney,3,1,1,0,0,1,1,.205,.295,.295
