player,ip,h,r,er,bb,k,hr,pc_st,era
T. Houck,5.2,7,4,4,3,2,2,89-55,6.35
G. Weissert,1.0,1,0,0,0,1,0,10-7,0.00
B. Bernardino,1.1,0,0,0,0,0,0,15-10,0.00
