player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Y. Diaz,3,0,1,0,0,1,0,.250,.301,.400
K. Misner,0,1,0,0,0,0,0,.238,.284,.400
J. Caballero,4,1,0,0,0,0,1,.250,.322,.370
J. Aranda,3,0,1,2,0,1,1,.310,.396,.500
C. Simpson,0,0,0,0,0,0,0,.290,.316,.333
J. Caminero,4,0,0,0,0,0,0,.230,.259,.402
C. Morel,3,1,1,0,0,1,0,.207,.292,.336
D. Jansen,2,0,1,0,0,1,1,.192,.339,.303
B. Lowe,1,0,1,0,0,0,0,.223,.278,.367
J. Lowe,4,0,0,0,0,0,1,.250,.280,.417
T. Walls,3,0,0,1,0,0,1,.186,.272,.229
C. Mead,2,0,1,0,0,0,0,.185,.260,.215
