player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Bichette,5,0,2,0,0,0,0,.288,.323,.384
V. Guerrero Jr.,3,0,1,1,0,1,1,.273,.358,.414
A. Santander,4,0,0,0,0,1,1,.178,.267,.310
G. Springer,4,0,0,0,0,1,2,.309,.416,.511
A. Kirk,4,0,1,0,0,0,0,.260,.286,.350
T. Heineman,0,0,0,0,0,0,0,.406,.412,.594
A. Barger,2,1,0,0,0,0,0,.139,.205,.222
E. Clement,1,0,0,0,0,0,0,.222,.256,.272
A. Roden,1,1,0,0,0,0,1,.178,.262,.260
M. Straw,2,0,0,0,0,0,0,.269,.309,.385
N. Lukes,3,1,1,1,0,0,0,.273,.389,.386
A. Gimenez,4,1,2,2,0,0,0,.190,.272,.298
