player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Buxton,4,0,0,0,0,0,4,.171,.209,.293
R. Jeffers,4,0,1,0,0,0,1,.222,.276,.259
D. Keirsey Jr.,0,0,0,0,0,0,0,.000,.000,.000
C. Vazquez,0,0,0,0,0,0,0,.063,.118,.125
T. Larnach,4,0,1,0,0,0,0,.229,.300,.257
C. Correa,4,0,2,0,0,0,1,.150,.209,.225
J. Miranda,3,0,0,0,0,0,3,.156,.156,.250
M. Wallner,1,0,0,0,0,0,0,.294,.400,.471
T. France,4,1,1,0,0,0,0,.205,.262,.282
E. Julien,3,0,1,0,0,0,1,.190,.261,.238
H. Bader,3,0,1,1,0,0,1,.300,.323,.633
M. Gasper,3,0,0,0,0,0,1,.083,.267,.083
