player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Rodriguez,6,2,1,0,0,0,1,.187,.307,.373
J. Polanco,4,1,2,0,0,0,1,.378,.383,.622
M. Garver,1,1,0,0,0,1,0,.148,.324,.148
C. Raleigh,5,1,2,2,1,1,2,.230,.321,.595
R. Arozarena,4,2,2,3,1,2,2,.212,.381,.485
L. Raley,2,1,1,2,1,0,0,.163,.281,.306
D. Solano,3,0,0,1,0,0,0,.077,.074,.077
R. Tellez,2,0,1,0,0,0,0,.111,.154,.222
B. Williamson,4,1,1,0,0,0,1,.273,.273,.273
D. Moore,5,1,2,0,0,0,1,.333,.388,.622
M. Mastrobuoni,1,1,0,0,0,3,1,.292,.414,.292
J.P. Crawford,5,0,2,2,0,0,0,.222,.391,.259
