player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Turang,4,1,0,0,0,1,2,.321,.366,.420
J. Chourio,5,1,4,3,1,0,0,.280,.295,.534
C. Yelich,5,0,1,0,0,0,1,.227,.333,.412
W. Contreras,4,1,1,0,0,1,0,.245,.345,.362
S. Frelick,2,0,0,0,0,0,1,.303,.384,.414
D. Cameron,2,0,0,0,0,0,1,.000,.000,.000
R. Hoskins,3,0,1,0,0,0,0,.299,.402,.442
J. Bauers,3,0,0,0,0,1,1,.242,.342,.455
J. Ortiz,4,1,1,1,0,0,0,.176,.257,.198
C. Durbin,2,0,1,1,0,0,0,.241,.313,.414
V. Capra,1,0,0,0,0,0,0,.073,.136,.146
I. Collins,1,1,1,0,0,0,0,.241,.290,.345
