player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Cowser,4,0,1,0,0,0,1,.125,.222,.313
G. Sanchez,1,0,0,0,0,0,1,.000,.000,.000
A. Rutschman,4,0,1,0,0,0,1,.313,.389,.750
R. O'Hearn,2,1,2,0,0,1,0,.400,.471,.533
R. Laureano,1,0,0,0,0,0,0,.000,.000,.000
T. O'Neill,4,0,1,0,0,0,1,.400,.462,.700
C. Mullins,4,0,1,0,0,0,1,.313,.389,.688
R. Mountcastle,4,0,1,0,0,0,1,.154,.154,.231
J. Holliday,4,0,1,0,0,0,3,.267,.313,.467
R. Urias,3,0,1,0,0,1,0,.364,.462,.455
J. Mateo,3,0,0,0,0,0,1,.000,.000,.000
H. Kjerstad,1,0,0,0,0,0,1,.000,.200,.000
