player,ip,h,r,er,bb,k,hr,pc_st,era
M. Sauer,4.0,2,2,2,2,2,1,68-42,2.30
A. Banda,1.0,0,0,0,1,1,0,14-6,4.35
J. Wrobleski,4.0,1,0,0,0,4,0,45-32,8.00
